Timestamp,EventType,Message
2026-04-20 16:29:58,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:29:58,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:48:59,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:49:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:49:29,ACCESS_GRANTED,"User Abhijeet verified"
2026-04-20 16:49:36,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:49:42,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:49:44,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:49:47,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:49:52,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:49:52,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:49:52,ANOMALY_CONF,"Low Avg Confidence (57.8%)"
2026-04-20 16:50:08,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:50:08,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:50:15,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:50:18,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:50:21,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:50:26,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:50:26,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:50:41,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:50:41,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:54:48,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:55:46,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 20:09:57,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
